Level,14 ,14 ,14 ,,,
Held Item,Never-Melt Ice,Magnet,Charcoal,,,
Ability,Hydration,Vital Spirit,Flame Body,,,
Nature,Timid,Naive,Naive,,,
Moves,Aurora Beam,Shock Wave,Incinerate,,,
,Psybeam,Fire Punch,Brick Break,,,
,Lovely Kiss,Ice Punch,Mach Punch,,,
,,Quick Attack,Confuse Ray,,,
Name,Tuber Lola,,,,,
Pokémon,,,,,,
,Fletchinder,Herdier,,,,
Level,14 ,14 ,,,,
Held Item,Lum Berry,Lum Berry,,,,
Ability,Flame Body,Intimidate,,,,
Nature,Jolly,Jolly,,,,
Moves,Aerial Ace,Headbutt,,,,
,Flame Charge,Bite,,,,
,Steel Wing,Ice Fang,,,,
,,Rock Smash,,,,
Name,Sailor Edmond,,,,,
Pokémon,,,,,,
,Wingull,Buizel,Palpitoad,,,
Level,13 ,15 ,14 ,,,
Held Item,Oran Berry,Rindo Berry,Lum Berry,,,
Ability,Hydration,Swift Swim,Swift Swim,,,
Nature,Timid,Rash,Modest,,,
Moves,Water Pulse,Water Pulse,Bubble Beam,,,
,Air Cutter,Aqua Jet,Mud Shot,,,
,Shock Wave,Pursuit,Sludge,,,
,Rain Dance,Sonic Boom,Rain Dance,,,
Name,Fisherman Bill,,,,,
Pokémon,,,,,,
,Caterpie,Weedle,Wurmple,Scatterbug,Blipbug,
Level,15 ,16 ,15 ,16 ,16 ,
Held Item,Choice Band,Choice Band,Choice Band,Choice Band,Choice Specs,
Ability,Shield Dust,Shield Dust,Shield Dust,Shield Dust,Swarm,
Nature,Adamant,Adamant,Adamant,Adamant,Modest,
Moves,Bug Bite,Bug Bite,Bug Bite,Bug Bite,Struggle Bug,
,,,,,,
,,,,,,
,,,,,,
Name,Tuber Ricky,,,,,
Pokémon,,,,,,
,Aipom,Nidorino,Luxio,,,
Level,14 ,15 ,14 ,,,
Held Item,Silk Scarf,Black Sludge,Lum Berry,,,
Ability,Run Away,Poison Point,Intimidate,,,
Nature,Jolly,Jolly,Jolly,,,
Moves,Double Hit,Venoshock,Spark,,,
,Fake Out,Poison Tail,Double Kick,,,
,Aerial Ace,Double Kick,Bite,,,
,Sand Attack,Sand Attack,Howl,,,
Name,Tuber Hailey,,,,,
Pokémon,,,,,,
,Mienfoo,Nidorina,Flaaffy,,,
Level,14 ,15 ,14 ,,,
Held Item,Black Belt,Lum Berry,Magnet,,,
Ability,Inner Focus,Poison Point,Static,,,
Nature,Jolly,Timid,Relaxed,,,
Moves,Force Palm,Venoshock,Shock Wave,,,
,Reversal,Water Pulse,Fire Punch,,,
,Rock Tomb,Shock Wave,Confuse Ray,,,
,Helping Hand,Toxic,Thunder Wave,,,
,Route 110,,,,,
Name,Camper Gavi,,,,,
Pokémon,,,,,,
,Bibarel,Ponyta,Eelektrik,Sunflora,Dustox,
Level,16 ,17 ,17 ,16 ,17 ,
Held Item,Lum Berry,Sitrus Berry,Sitrus Berry,Lum Berry,Black Sludge,
Ability,Unaware,Flame Body,Levitate,Chlorophyll,Shield Dust,
Nature,Jolly,Jolly,Timid,Bold,Bold,
Moves,Headbutt,Flame Wheel,Shock Wave,Energy Ball,Venoshock,
,Aqua Jet,Play Rough,Mega Drain,Sludge Bomb,Infestation,
,Pluck,Double Kick,Super Fang,Leech Seed,Roost,
,Super Fang,,Toxic,Grass Whistle,Toxic,
,Slateport Museum,,,,,
Name,Team Aqua Grunt Museum #1 [Boss],,,,,
Pokémon,,,,,,
,Murkrow,Skrelp,Tirtouga,,,
Level,15 ,16 ,16 ,,,
Held Item,Lum Berry,Black Sludge,Rindo Berry,,,
Ability,Insomnia,Poison Point,Solid Rock,,,
Nature,Jolly,Timid,Sassy,,,
Moves,Wing Attack,Water Pulse,Ancient Power,,,
,Payback,Acid,Brine,,,
,Night Shade,Protect,Aqua Jet,,,
,,Toxic,Mud Shot,,,
Name,Team Aqua Grunt Museum #2 [Boss],,,,,
Pokémon,,,,,,
,Mareanie,Frillish,Whirlipede,,,
Level,16 ,15 ,16 ,,,
Held Item,Black Sludge,Lum Berry,Rocky Helmet,,,
Ability,Merciless,Cursed Body,Speed Boost,,,
Nature,Calm,Bold,Sassy,,,
Moves,Venoshock,Hex,Venoshock,,,
,Baneful Bunker,Water Pulse,Poison Tail,,,
,Soak,Shock Wave,Pin Missile,,,
,Toxic,Recover,Rollout,,,
,Dewford Gym,,,,,
Name,Battle Girl Laura,,,,,
Pokémon,,,,,,
,Riolu,Stufful,Mankey,,,
Level,18 ,17 ,17 ,,,
Held Item,Eviolite,Sitrus Berry,Lum Berry,,,
Ability,Inner Focus,Fluffy,Defiant,,,
Nature,Jolly,Careful,Jolly,,,
Moves,Force Palm,Body Slam,Outrage,,,
,Body Slam,Force Palm,Thrash,,,
,,Bulk Up,Stomping Tantrum,,,
,,,Smelling Salts,,,
Name,Sailor Brenden,,,,,
Pokémon,,,,,,
,Farfetch’d-Galar,Heracross,,,,
Level,18 ,19 ,,,,
Held Item,Sitrus Berry,Lum Berry,,,,
Ability,Inner Focus,Swarm,,,,
Nature,Adamant,Jolly,,,,
Moves,Rock Smash,Pin Missile,,,,
,Knock Off,Rock Smash,,,,
,Dual Wingbeat,,,,,
,Quick Attack,,,,,
Name,Battle Girl Lilith,,,,,
Pokémon,,,,,,
,Makuhita,Mankey,Ledian,,,
Level,18 ,19 ,19 ,,,
Held Item,Flame Orb,Focus Sash,Muscle Band,,,
Ability,Guts,Defiant,Iron Fist,,,
Nature,Adamant,Jolly,Adamant,,,
Moves,Arm Thrust,Power-Up Punch,Drain Punch,,,
,Rock Throw,Reversal,Thunder Punch,,,
,Bullet Punch,,Ice Punch,,,
,Fake Out,,Mach Punch,,,
Name,Black Belt Cristian,,,,,
Pokémon,,,,,,
,Meditite,Machoke,Gurdurr,,,
Level,19 ,18 ,18 ,,,
Held Item,Coba Berry,Leftovers,Black Belt,,,
Ability,Pure Power,Guts,Guts,,,
Nature,Jolly,Careful,Jolly,,,
Moves,Brick Break,Vital Throw,Low Sweep,,,
,Rock Throw,Facade,Mach Punch,,,
,Fake Out,Bulk Up,Bulldoze,,,
,Detect,Protect,Rock Throw,,,
Name,Black Belt Takao,,,,,
Pokémon,,,,,,
,Breloom,Mienfoo,Buneary,,,
Level,19 ,18 ,19 ,,,
Held Item,Toxic Orb,Black Belt,Wide Lens,,,
Ability,Poison Heal,Inner Focus,Cute Charm,,,
Nature,Jolly,Jolly,Jolly,,,
Moves,Wake-Up Slap,Drain Punch,Fake Out,,,
,Bullet Seed,Rock Slide,Jump Kick,,,
,Mach Punch,Fake Out,Triple Axel,,,
,Spore,Detect,,,,
Name,Battle Girl Jocelyn,,,,,
Pokémon,,,,,,
,Kecleon,Golett,Pignite,Hakamo-o,,
Level,17 ,19 ,18 ,18 ,,
Held Item,Lum Berry,Eviolite,Lum Berry,Sitrus Berry,,
Ability,Protean,Iron Fist,Blaze,Overcoat,,
Nature,Impish,Adamant,Quiet,Sassy,,
Moves,Drain Punch,Shadow Punch,Incinerate,Dragon Breath,,
,Dizzy Punch,Mega Punch,Flame Charge,Dragon Tail,,
,Shadow Punch,Drain Punch,Arm Thrust,Iron Defense,,
,Thunder Wave,,Take Down,Protect,,
Name,Leader Brawly [Boss],,,,,
Pokémon,,,,,,
,Kubfu,Lopunny,Combusken,Hitmontop,Poliwhirl,Scraggy
Level,20 ,19 ,20 ,20 ,19 ,21 
Held Item,Iapapa Berry,Eject Button,Lum Berry,Lum Berry,Expert Belt,Eviolite
Ability,Inner Focus,Limber,Speed Boost,Intimidate,Water Absorb,Shed Skin
Nature,Jolly,Jolly,Naughty,Adamant,Mild,Impish
Moves,Brick Break,Retaliate,Double Kick,Brick Break,Bubble Beam,Feint Attack
,Mega Punch,Headbutt,Incinerate,Mach Punch,Ice Beam,Power-Up Punch
,Zen Headbutt,Drain Punch,Thunder Punch,Rock Slide,Hidden Power Grass,Rock Tomb
,Sucker Punch,,Work Up,Fake Out,Superpower,Rest
,Petalburg Woods,,,,,
Name,Bug Catcher Lyle,,,,,
Pokémon,,,,,,
,Ariados,Kricketune,Ninjask,,,
Level,21 ,21 ,21 ,,,
Held Item,Scope Lens,Lum Berry,White Herb,,,
Ability,Sniper,Technician,Speed Boost,,,
Nature,Jolly,Jolly,Naughty,,,
Moves,Cross Poison,Bug Bite,Leech Life,,,
,Pin Missile,Fell Stinger,Dual Wingbeat,,,
,Night Slash,Rock Smash,Giga Drain,,,
,Shadow Sneak,Aerial Ace,,,,
Name,Bug Maniac James,,,,,
Pokémon,,,,,,
,Larvesta,Vibrava,Shedinja,Ribombee,,
Level,21 ,21 ,22 ,21 ,,
Held Item,Eviolite,Yache Berry,Bright Powder,Wise Glasses,,
Ability,Flame Body,Levitate,Wonder Guard,Shield Dust,,
Nature,Careful,Jolly,Quiet,Timid,,
Moves,Skitter Smack,Stomping Tantrum,X-Scissor,Signal Beam,,
,Flame Charge,Breaking Swipe,Hex,Draining Kiss,,
,Roost,Bug Bite,Shadow Sneak,Magical Leaf,,
,Will-O-Wisp,Roost,Will-O-Wisp,Fake Tears,,
,Route 104,,,,,
Name,Rich Boy Winston,,,,,
Pokémon,,,,,,
,Furfrou,Mightyena,,,,
Level,21 ,22 ,,,,
Held Item,Leftovers,Leftovers,,,,
Ability,Fur Coat,Intimidate,,,,
Nature,Impish,Jolly,,,,
Moves,Headbutt,Crunch,,,,
,Covet,Ice Fang,,,,
,Rock Smash,Fire Fang,,,,
,,Covet,,,,
Name,Fisherman Ivan,,,,,
Pokémon,,,,,,
,Qwilfish,Seadra,Sealeo,,,
Level,22 ,21 ,21 ,,,
Held Item,Black Sludge,Lum Berry,Lum Berry,,,
Ability,Intimidate,Sniper,Ice Body,,,
Nature,Hasty,Hasty,Bold,,,
Moves,Dive,Brine,Aurora Beam,,,
,Venoshock,Headbutt,Whirlpool,,,
,Toxic,Aurora Beam,Hail,,,
,Protect,Focus Energy,Protect,,,
Name,Twins Gina And Mia [Double],,,,,
Pokémon,,,,,,
,Dedenne,Clefairy,Abra,Togedemaru,,
Level,22 ,21 ,20 ,19 ,,
Held Item,Sitrus Berry,Eviolite,Lum Berry,Lum Berry,,
Ability,Cheek Pouch,Friend Guard,Magic Guard,Sturdy,,
Nature,Modest,Bold,Timid,Jolly,,
Moves,Dazzling Gleam,Follow Me,Psybeam,Iron Head,,
,Electroweb,Helping Hand,Dazzling Gleam,Zing Zap,,
,,,,Fake Out,,
,,,,Helping Hand,,
Name,Lass Haley,,,,,
Pokémon,,,,,,
,Lumineon,Gloom,Staravia,Numel,,
Level,22 ,21 ,22 ,23 ,,
Held Item,Lum Berry,Lum Berry,Fighting Gem,Passho Berry,,
Ability,Water Veil,Stench,Intimidate,Simple,,
Nature,Timid,Bold,Jolly,Modest,,
Moves,Surf,Sludge,Dual Wingbeat,Earth Power,,
,Air Slash,Magical Leaf,Quick Attack,Lava Plume,,
,Icy Wind,Sleep Powder,Steel Wing,Flame Charge,,
,,Strength Sap,Rock Smash,Ancient Power,,
,Route 116,,,,,
Name,Youngster Joey,,,,,
Pokémon,,,,,,
,Raticate,Linoone-Galar,Pidgeotto,,,
Level,22 ,23 ,23 ,,,
Held Item,Muscle Band,Lum Berry,Lum Berry,,,
Ability,Guts,Quick Feet,Keen Eye,,,
Nature,Jolly,Jolly,Naive,,,
Moves,Hyper Fang,Retaliate,Air Slash,,,
,Zen Headbutt,Slash,Swift,,,
,Brick Break,Night Slash,Heat Wave,,,
,Sucker Punch,Seed Bomb,Steel Wing,,,
Name,Lass Janice,,,,,
Pokémon,,,,,,
,Oricorio,Brionne,Whimsicott,,,
Level,23 ,22 ,24 ,,,
Held Item,Lum Berry,Metronome,Kebia Berry,,,
Ability,Dancer,Liquid Voice,Prankster,,,
Nature,Hasty,Bold,Timid,,,
Moves,Revelation Dance,Echoed Voice,Energy Ball,,,
,Pluck,,Dazzling Gleam,,,
,Feather Dance,,Nature Power,,,
,Swords Dance,,Grass Whistle,,,
Name,Rich Boy Dawson,,,,,
Pokémon,,,,,,
,Komala,Gyarados,,,,
Level,22 ,23 ,,,,
Held Item,Chople Berry,Sitrus Berry,,,,
Ability,Comatose,Intimidate,,,,
Nature,Adamant,Timid,,,,
Moves,Body Slam,Dragon Rage,,,,
,Wood Hammer,,,,,
,Brick Break,,,,,
,Sucker Punch,,,,,
Name,School Kid Jerry & Youngster Johnson [Double],,,,,
Pokémon,,,,,,
,Simipour,Masquerain,,Purugly,Sneasel,
Level,23 ,24 ,,23 ,23 ,
Held Item,Mystic Water,Lum Berry,,Lum Berry,Focus Sash,
Ability,Torrent,Intimidate,,Defiant,Inner Focus,
Nature,Timid,Timid,,Jolly,Jolly,
Moves,Water Pledge,Bug Buzz,,Fake Out,Ice Punch,
,Brine,Air Cutter,,Super Fang,Knock Off,
,Icy Wind,Ice Beam,,Fake Tears,Ice Shard,
,Grass Knot,Giga Drain,,Hypnosis,Brick Break,
Name,Bug Catcher Jose,,,,,
Pokémon,,,,,,
,Pinsir,Durant,Vivillon,,,
Level,24 ,23 ,24 ,,,
Held Item,Lum Berry,Lum Berry,Lum Berry,,,
Ability,Hyper Cutter,Swarm,Shield Dust,,,
Nature,Jolly,Jolly,Bold,,,
Moves,X-Scissor,First Impression,Bug Buzz,,,
,Rock Slide,Iron Head,Air Slash,,,
,Storm Throw,X-Scissor,Quiver Dance,,,
,Bulk Up,Thunder Fang,Roost,,,
Name,Lady Sarah,,,,,
Pokémon,,,,,,
,Granbull,Perrserker,,,,
Level,24 ,24 ,,,,
Held Item,Sitrus Berry,Electric Gem,,,,
Ability,Intimidate,Steely Spirit,,,,
Nature,Careful,Sassy,,,,
Moves,Play Rough,Iron Tail,,,,
,Brick Break,Bullet Punch,,,,
,Crunch,Thunder,,,,
,Bulk Up,Hone Claws,,,,
Name,School Kid Karen,,,,,
Pokémon,,,,,,
,Tangela,Cramorant,Raichu,,,
Level,25 ,24 ,24 ,,,
Held Item,Lum Berry,Sitrus Berry,Lum Berry,,,
Ability,Regenerator,Gulp Missile,Lightning Rod,,,
Nature,Calm,Hasty,Naive,,,
Moves,Giga Drain,Surf,Discharge,,,
,Sludge Bomb,Drill Peck,Surf,,,
,Ancient Power,Whirlpool,Grass Knot,,,
,Stun Spore,Belch,Extreme Speed,,,
Name,Hiker Clark,,,,,
Pokémon,,,,,,
,Dugtrio,Dugtrio-Alola,,,,
Level,25 ,25 ,,,,
Held Item,Soft Sand,Focus Sash,,,,
Ability,Arena Trap,Tangling Hair,,,,
Nature,Jolly,Jolly,,,,
Moves,Earthquake,Earthquake,,,,
,Night Slash,Iron Head,,,,
,Slash,Stone Edge,,,,
,Double Team,Reversal,,,,
Name,Hiker Devan,,,,,
Pokémon,,,,,,
,Primeape,Drednaw,Gligar,,,
Level,25 ,25 ,25 ,,,
Held Item,Lum Berry,Lum Berry,Flying Gem,,,
Ability,Defiant,Strong Jaw,Hyper Cutter,,,
Nature,Jolly,Adamant,Jolly,,,
Moves,Cross Chop,Razor Shell,Stomping Tantrum,,,
,Stone Edge,Rock Slide,Acrobatics,,,
,Night Slash,Crunch,Sky Uppercut,,,
,Focus Energy,Rock Polish,Knock Off,,,
,Rustboro Gym,,,,,
Name,Youngster Josh,,,,,
Pokémon,,,,,,
,Tyrunt,Archen,Cranidos,,,
Level,23 ,23 ,23 ,,,
Held Item,Lum Berry,Choice Scarf,Lum Berry,,,
Ability,Sturdy,Defeatist,Mold Breaker,,,
Nature,Jolly,Adamant,Jolly,,,
Moves,Rock Slide,Rock Slide,Rock Tomb,,,
,Breaking Swipe,,Zen Headbutt,,,
,Stomping Tantrum,,Ice Fang,,,
,Aerial Ace,,Bite,,,
Name,Youngster Tommy,,,,,
Pokémon,,,,,,
,Sudowoodo,Carkol,Lileep,Corsola,,
Level,23 ,23 ,23 ,24 ,,
Held Item,Lum Berry,Passho Berry,Leftovers,Rindo Berry,,
Ability,Rock Head,Steam Engine,Storm Drain,Regenerator,,
Nature,Careful,Relaxed,Relaxed,Bold,,
Moves,Rock Slide,Ancient Power,Giga Drain,Scald,,
,Take Down,Incinerate,Ancient Power,Ancient Power,,
,Submission,Scorching Sands,Infestation,Calm Mind,,
,Stomping Tantrum,Sand Tomb,Recover,Recover,,
Name,Hiker Marc,,,,,
Pokémon,,,,,,
,Graveler,Graveler-Alola,Lairon,Boldore,,
Level,23 ,24 ,23 ,23 ,,
Held Item,Weakness Policy,Shuca Berry,Custap Berry,Leftovers,,
Ability,Sturdy,Rock Head,Sturdy,Solid Rock,,
Nature,Jolly,Adamant,Adamant,Careful,,
Moves,Bulldoze,Wild Charge,Iron Tail,Rock Slide,,
,Rock Tomb,Rock Tomb,Rock Slide,Stomping Tantrum,,
,Stealth Rock,Take Down,Stomping Tantrum,Sand Tomb,,
,,Submission,Reversal,Sandstorm,,
Name,Leader Roxanne [Boss],,,,,
Pokémon,,,,,,
,Bisharp,Zygarde-10%,Aurorus,Carracosta,Lunatone,Solrock
Level,23 ,23 ,24 ,24 ,25 ,25 
Held Item,Focus Sash,Soft Sand,Lum Berry,Rindo Berry,Weakness Policy,Lum Berry
Ability,Defiant,Aura Break,Refrigerate,Solid Rock,Levitate,Levitate
Nature,Naive,Jolly,Hasty,Quiet,Timid,Jolly
Moves,Iron Head,Thousand Arrows,Body Slam,Razor Shell,Stored Power,Rock Slide
,Knock Off,Dragon Claw,Power Gem,Ancient Power,Ancient Power,Psycho Cut
,Brick Break,Extreme Speed,Discharge,Aqua Jet,Icy Wind,Stomping Tantrum
,Grass Knot,Skitter Smack,Earth Power,Zen Headbutt,Hypnosis,Morning Sun
,Rusturf Tunnel,,,,,
Name,Hiker Mike,,,,,
Pokémon,,,,,,
,Sandaconda,Probopass,Stoutland,Clefable,,
Level,25 ,26 ,26 ,25 ,,
Held Item,Lum Berry,Leftovers,Lum Berry,Pixie Plate,,
Ability,Sand Spit,Sand Force,Sand Rush,Magic Guard,,
Nature,Careful,Modest,Adamant,Timid,,
Moves,Earthquake,Power Gem,Body Slam,Draining Kiss,,
,Stone Edge,Flash Cannon,Play Rough,Ice Beam,,
,Fire Fang,Earth Power,Submission,Thunderbolt,,
,Glare,Thunderbolt,Howl,Mystical Fire,,
,Route 117,,,,,
Name,Breeder Lydia,,,,,
Pokémon,,,,,,
,Gothitelle,Hitmonchan,Toxtricity,Sableye,,
Level,26 ,26 ,26 ,27 ,,
Held Item,Leftovers,Lum Berry,Lum Berry,Sitrus Berry,,
Ability,Shadow Tag,Iron Fist,Technician,Prankster,,
Nature,Bold,Jolly,Rash,Bold,,
Moves,Psychic,Sky Uppercut,Shock Wave,Foul Play,,
,Draining Kiss,Mach Punch,Drain Punch,Night Shade,,
,Calm Mind,Ice Punch,Payback,Will-O-Wisp,,
,Rest,Shadow Punch,Shift Gear,Recover,,
Name,Breeder Corgi,,,,,
Pokémon,,,,,,
,Arcanine,Furfrou,Lucario,Manectric,Boltund,
Level,27 ,28 ,27 ,27 ,27 ,
Held Item,Sitrus Berry,Leftovers,Lum Berry,Lum Berry,Focus Sash,
Ability,Intimidate,Fur Coat,Steadfast,Static,Strong Jaw,
Nature,Jolly,Jolly,Timid,Naive,Jolly,
Moves,Flare Blitz,Return,Aura Sphere,Thunderbolt,Thunder Fang,
,Wild Charge,Iron Tail,Flash Cannon,Flamethrower,Psychic Fangs,
,Extreme Speed,Play Rough,Shadow Ball,Crunch,Crunch,
,Will-O-Wisp,Attract,Magnet Rise,Ice Fang,Howl,
Name,Psychic Brandi & Battle Girl Aisha [Double],,,,,
Pokémon,,,,,,
,Orbeetle,Hypno,,Toxicroak,Hariyama,
Level,27 ,27 ,,27 ,27 ,
Held Item,Lum Berry,Sitrus Berry,,Payapa Berry,Lum Berry,
Ability,Compound Eyes,Bad Dreams,,Poison Touch,Thick Fat,
Nature,Timid,Bold,,Jolly,Adamant,
Moves,Psychic,Psychic,,Poison Jab,Wake-Up Slap,
,Bug Buzz,Dazzling Gleam,,Wake-Up Slap,Rock Slide,
,Hypnosis,Calm Mind,,Knock Off,Knock Off,
,Recover,Dark Void,,Fake Out,Fake Out,
Name,Battle Girl Luna,,,,,
Pokémon,,,,,,
,Electivire,Turtonator,Tsareena,Grapploct,Quagsire,
Level,27 ,27 ,28 ,27 ,28 ,
Held Item,Sitrus Berry,Sitrus Berry,Lum Berry,Lum Berry,Rindo Berry,
Ability,Motor Drive,Shell Armor,Queenly Majesty,Technician,Water Absorb,
Nature,Naive,Relaxed,Jolly,Brave,Careful,
Moves,Discharge,Heat Crash,Trop Kick,Revenge,Earthquake,
,Cross Chop,Heavy Slam,Knock Off,Payback,Ice Punch,
,Ice Punch,Protect,Low Kick,Liquidation,Curse,
,Fire Punch,Will-O-Wisp,Synthesis,Pain Split,Recover,
Name,Triathlete Dylan,,,,,
Pokémon,,,,,,
,Accelgor,Persian-Alola,Dodrio,,,
Level,29 ,29 ,30 ,,,
Held Item,Wise Glasses,Black Glasses,Lum Berry,,,
Ability,Sticky Hold,Technician,Early Bird,,,
Nature,Timid,Timid,Jolly,,,
Moves,Bug Buzz,Snarl,Drill Peck,,,
,Sludge Bomb,Shock Wave,Double Hit,,,
,Giga Drain,Icy Wind,Quick Attack,,,
,Water Shuriken,Nasty Plot,Drill Run,,,
Name,Triathlete Maria,,,,,
Pokémon,,,,,,
,Rapidash,Cinccino,Swellow,,,
Level,29 ,30 ,29 ,,,
Held Item,Lum Berry,Lum Berry,Silk Scarf,,,
Ability,Flame Body,Skill Link,Guts,,,
Nature,Jolly,Jolly,Naive,,,
Moves,Flare Blitz,Tail Slap,Brave Bird,,,
,Megahorn,Rock Blast,Hyper Voice,,,
,High Horsepower,Triple Axel,Heat Wave,,,
,Hypnosis,Sing,Steel Wing,,,
Name,Breeder Isaac,,,,,
Pokémon,,,,,,
,Claydol,Klinklang,Electrode,Froslass,,
Level,30 ,29 ,30 ,29 ,,
Held Item,Lum Berry,Metal Coat,Lum Berry,Lum Berry,,
Ability,Levitate,Clear Body,Static,Cursed Body,,
Nature,Modest,Adamant,Timid,Timid,,
Moves,Earth Power,Gear Grind,Electro Ball,Ice Beam,,
,Extrasensory,Return,Foul Play,Hex,,
,Signal Beam,Wild Charge,Flash Cannon,Thunder Wave,,
,Ancient Power,Autotomize,Hidden Power Ice,Will-O-Wisp,,
Name,Sr. And Jr. Anna And Meg [Double],,,,,
Pokémon,,,,,,
,Emolga,Seaking,Lanturn,Marowak,,
Level,30 ,31 ,30 ,31 ,,
Held Item,Metronome,Focus Sash,Lum Berry,Sitrus Berry,,
Ability,Motor Drive,Lightning Rod,Volt Absorb,Lightning Rod,,
Nature,Timid,Mild,Timid,Sassy,,
Moves,Discharge,Hydro Pump,Discharge,Bone Rush,,
,,Muddy Water,Brine,Flamethrower,,
,,Ice Beam,Signal Beam,Ice Beam,,
,,Flail,Icy Wind,Ancient Power,,
Name,Trainer Chelle Daycare [Boss],,,,,
Pokémon,,,,,,
,Lapras,Rhydon,Togekiss,Vespiquen,Slowbro-Galar,Delcatty
Level,30 ,32 ,30 ,31 ,31 ,32 
Held Item,Sitrus Berry,Eviolite,Scope Lens,Lum Berry,Quick Claw,Silk Scarf
Ability,Water Absorb,Rock Head,Super Luck,Pressure,Quick Draw,Normalize
